"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Excadrill",-0.0308843387664703,0.0310407619963512,0.0659319602488979,-0.0305919166760876,0.0276247334841739,0.000323778221127276,0.0487788114047004,-0.0207493691990736,0.0622559832147867,0.0148975717512924,-0.024081834786262,-0.00825072710323922,0.0307497238273389,-0.0499257691247941,-0.00206280380100585,0.0357578953919454,0.00977023965450356,-0.0328685157953201,0.0413347525026399,-0.0261837874346753
"Exeggcute",-0.0181572088673157,-0.00162912852106694,0.0042938359337595,0.0104020529445379,-0.0261717405219187,0.0102892184935705,0.0189929094482767,-0.0299318762921306,0.021299124273274,0.0327421479289218,-0.0105240220438805,-0.0131105870788798,-0.000607468650588361,-0.00598458470366403,-0.021035149979662,-0.0613195547492991,0.0561330201166757,0.0451986719041008,-0.0315110655692155,0.02819920699177
"Exeggutor",-0.0517373008722853,0.0156809112665042,-0.0162613026197447,0.0237907941058405,-0.00715585483816054,0.0393421180831756,0.0492475929286487,-0.0628655722379362,0.0232716386904607,0.0225469251304798,-0.0285840481523095,0.00938763207466366,0.00688226758545747,-0.00580547780255741,-0.0224535191719132,-0.0686973348242162,0.0599889060975139,0.051782355139872,-0.0564676102887522,-0.0235728516403524
"Exploud",0.00638117736220605,-0.0358713701091879,0.00300636750863912,-0.0135663440962398,-0.000895118305192422,-0.0226334388377969,0.0462925726156054,-0.0311333686140357,0.00218751736287437,0.000906070099936668,0.0237800911755165,-0.0162354830451611,0.00671063439497495,-0.017559370753148,0.0165922637953458,-0.0134967858660772,0.00100052697449073,-0.040356104147041,-0.0050420554384622,-0.0145265870169098
"Falinks",-0.0429441605398154,0.000423379156126988,0.0031209068049937,-0.00356283348757528,-0.0151809306888841,0.00621250162735525,-0.060563510888375,0.0652768176431406,0.0291747094947325,-0.0262976143912536,0.0146720266820068,0.0459717660368647,0.015601581484714,-0.00808231759982173,0.00953989515063261,0.0290895648265575,0.0218914833399042,-0.0158704854421369,0.00080511776655183,-0.0170739511277377
"Farigiraf",-0.00505228548917818,-0.0252016720886626,0.0141163524556442,0.0168941291690421,-0.0113412856475813,-0.0117562251334431,0.0245600556481726,-0.0534437835913787,0.0306019414236632,0.0259798925579367,0.0118959834743,-0.0309411384777919,-0.000300917067251142,-0.0176629979566572,0.00578738838032913,-0.0372089812392958,-0.00384422462391151,-0.0120212812578021,-0.0146319552624866,-0.0273200495805331
"Fearow",0.000102529876267668,-0.00891664441570274,0.00530492356464358,0.0184428736447687,-0.0365538836449671,0.00883924428106321,0.0469934786241857,0.0224840544768478,0.0292861856490209,-0.0362256961000024,-0.0121292660686559,-0.0615656287062884,-0.0268067225741334,0.0224088179893421,0.0257781985371719,0.0418112546232518,-0.0304835488578409,-0.0288508510355794,-0.03368150453391,0.00758338545007277
"Feebas",-0.00626243474717099,-0.0100801322310827,0.0228292279344262,-0.0110212042011483,-0.00569760685898498,-0.0029333371576524,-0.0191081694600739,0.0504993611294825,-0.0314832868697084,0.0142554100733532,-0.0149548546202401,0.00926078858578376,-0.0115563603472226,0.0267279519182486,-0.0219950390721673,-0.0358402900949307,-0.047827324891886,-0.0118461820474899,0.00838930767529881,0.0589961219781398
"Fennekin",0.0121537478321345,0.0109115003681884,-0.0199432559829968,0.0317885323484711,-0.0033127071428449,-0.00915208483237162,0.0079107827265869,-0.0326268219765128,-0.0357556755043754,0.00313737508497519,0.00451355665592459,0.00337474109542342,0.0187780283251574,-0.0292672119578284,0.00176747536948255,0.00976319826949131,-0.0339784875342497,-0.00071368481298503,0.010036698577394,0.027538616058531
"Feraligatr",-0.0139913013475589,0.00600785996296984,-0.00693113330424013,-0.00630231503485835,0.000449530862212843,0.00347134597063943,0.0248714792210454,0.000304534765417882,-0.00873793092939187,-0.00403784731095864,-0.00911321979565512,0.0437457248037883,-0.00712080264706405,0.0465662462066352,0.00474647565337472,-0.0309757868981192,-0.0223970556159901,-0.0206932578442749,0.0086250846082716,-0.0234027220201116
"Ferroseed",-0.0377826818716311,-0.0294481626263702,-0.00981993798841574,0.0165201356537683,0.0043438603060345,-0.049421485637115,0.0782576572186724,0.0656187040416814,0.00829841428490677,0.0476691200338206,-0.052608159807286,0.00147270560707303,-0.000608638469317488,-0.0120242291641531,0.0190820771955704,0.00375823140598051,0.0835766265009956,0.0525187090304949,0.0454116541487901,0.0228889791771996
"Ferrothorn",-0.048209534051197,-0.0281408577441,0.00128567745164817,0.0138967736889867,0.0185614417635522,-0.0558491639710008,0.100053687651885,0.0464967460454639,0.0144371088268141,0.0275575743936078,-0.0533378870919448,0.0152929174846268,-0.00187690721603067,0.00277473618637698,0.0358787244545099,0.00715777650291298,0.0939177881276511,0.0509101385821723,0.0403870845884998,-0.0239721726178171
"Fezandipiti",-0.00351341251250549,0.000106698746976081,0.0054095462864789,-0.00850380879330803,-0.0141543944553306,0.00547717040077825,-0.0091138290150737,0.0162466367454682,-0.00755972461439023,-0.0202895953009397,0.0281315104512935,0.0210663109747499,0.0148575889260145,-0.0112046721714586,0.034594991134642,0.0144847159752109,-0.00463851801631014,0.0148697491933988,-0.00540249176527911,-0.0299473956008596
"Fidough",-0.00405843347782923,0.00612883159659525,0.000276563008208892,0.000177894399833064,0.00262602794796105,0.0206215110944411,-0.025354902284984,0.0280834446052677,0.000476605849438077,-0.0198943993704637,0.00837594332502706,-0.0105549828091085,0.0163500549682116,-0.0217015969114046,0.0336650985714306,-0.0014958152556711,0.0100804467088349,0.00181904917924144,0.0196386767722374,0.0343830256497496
"Finizen",0.0112387319132639,0.001099781444136,0.0265229325156562,-0.0168927205985863,0.00756661430614464,0.0149557097246395,-0.00369914710704441,0.0108385456954653,0.0274973142309146,0.0459362280579583,-0.00538490536902996,0.0191438106648757,0.000794732348314446,0.0150552902084402,-0.00503685692013829,-0.0418348432076113,-0.0468212226795065,-0.0298849833989027,0.00463466346594521,0.0281181700231585
"Finneon",0.00368814914804339,0.00139372338594486,0.0317534421571052,-0.0125792849703374,0.00774950043590332,0.00779543394036144,-0.00628714298024769,0.0223063857072016,0.00761179029705663,0.0256684153973179,-0.0166257344727278,0.0261520500154607,-0.00657409939620673,0.0305346418520957,1.82421671488713e-05,-0.0421186601033556,-0.0402440494584097,-0.011299915015117,0.0101157410685349,0.0267394556040989
"Flaaffy",-0.00414436185048419,0.0150629334134432,0.00679518472269916,-0.0159388938368098,0.00204060722619884,-0.0220334361300389,0.0207085578138825,-0.00930645634967289,-0.0305820179787752,0.0149783796796435,0.013668921857968,-0.00189774101346512,0.0175926644750408,-0.0300739689843773,-0.0118776426095334,-0.0190992605418693,-0.0105328341147569,-0.00706176387644025,0.0117490077845831,0.013693107180357
"Flamigo",-0.0358140519221532,0.0226224535436456,-0.00995083802433478,0.0317018344107649,-0.045611831173135,-0.00198839083608972,-0.00925747183027887,0.0348406024436092,0.0632790354806939,-0.0592605302875858,0.00753963153086508,0.0118799148917855,-0.00899647685380839,0.0356990895575038,0.00780907398991766,0.0567306971849112,-0.0108247085848631,-0.0323537357254537,-0.0424172563329915,-0.0105550838537868
"Flapple",-0.0359285205713342,0.0291365147219893,-0.0223748412872706,-0.0300890447069469,0.0251102259823913,-0.0202719616145081,0.038007065772366,0.0307315811534132,-0.0532754214650771,-0.0436439866034163,-0.0147304987120838,0.00191568805174393,-0.00735493439197487,0.010208303748962,-0.0902323725921423,-0.0167525752392029,0.0720722596706505,-0.0121787716255605,-0.0728742572215523,-0.00994415137417505
"Flareon",0.00269357117767605,0.0180853564072524,-0.0269950280966558,0.0288828859937367,-0.0004890650145517,-0.0132731514677926,0.0203679448225384,-0.0468556420090826,-0.0316563970919189,-0.0204095200639393,0.00635352930330226,0.0218536743951193,0.0192526447569893,-0.0158308350696015,0.0113886615290346,0.0212878690650047,-0.031614377658572,-0.00661038258625272,0.000445860018067742,-0.0253144181117403
"Fletchinder",-0.00228913375441425,0.0162961558970288,-0.0198794376259702,0.0171803799299521,-0.00735761416907068,0.00149397246519972,0.016271209318269,-0.015789274573558,-0.00130338575683009,-0.0128242300750572,0.00264242130380098,-0.0214636895442067,-0.00710765568988324,0.008371455669736,0.0102640457601117,0.0355348774648148,-0.0387666525201269,-5.41621428154916e-05,-0.0160989060106945,0.0159893009385998
"Fletchling",0.0107268729400835,-0.00164433274744668,-0.0153991256713585,0.0261259506889699,-0.0510684484308962,-0.00442665728719582,0.0359660986987083,0.0324209351325672,0.025364816547524,-0.0175538522682486,-0.000941754848953355,-0.0725421155729265,-0.0318408434592842,0.0201805152311967,0.0156897966364674,0.030934233306264,-0.0264259518752458,-0.0221913978965581,-0.019414371513874,0.0463748917664592
"Flittle",-0.0555774899885895,0.00792382147130313,0.00339098454008509,0.0372358821987381,-0.0472655403102167,0.0324665352455926,-0.0207337285372377,-0.00372957682811816,0.0182629669472875,0.0175953240794309,-0.0353053210438102,-0.0444242859756724,-0.0034072291923136,-0.0172343738251247,-0.0354891604562142,-0.0210302892410657,-0.0339902371940628,0.0283381998572723,-0.00942405386660686,0.0449477855380731
"Floatzel",-0.00247893281012397,-0.00644925619105099,0.0116130739623753,-0.0217964132500665,0.0142173708747241,0.021635703016749,0.0150161649719307,-0.0005234087885259,0.0153114468488508,0.00460381541098627,-0.0206044954373993,0.0332010280535191,0.00896234974569991,0.012427629412945,0.00169581274437262,-0.0230785384479769,-0.0523716347207116,-0.034571188049356,-0.0121346824324159,-0.00725688777685131
"Floette",-0.00665110850354075,0.0415868195678821,0.0213949196746473,-0.0329310142271246,0.037393432299559,0.00520256504597889,-0.0564166442745866,0.0546764233196719,-0.00437425556138219,-0.0540841234493854,0.0581781276472577,-0.0274686550465285,0.0232934591016611,-0.0301868871808465,0.086554400850934,-0.0407532069358677,0.00819600035336665,0.0323813006048396,-0.00362480595290491,0.0213405486539991
"Floragato",0.00989192055415142,-0.00891952469963597,-0.00884275568427991,0.0128043889769887,-0.0155768961401109,0.0339621211550941,0.0422650105532248,-0.00352803150445593,-0.00376832147634259,-0.00225330201052483,-0.02583891431207,0.0270358086058255,0.0187569670324419,-0.0175715974528465,-0.00801389807962516,-0.011347864531383,0.0467081221488578,0.0012034741858474,-0.0429124449038572,0.0157855197833921
"Florges",-0.00926922081926153,0.025054526975663,0.0518287951291974,-0.0295396772492683,0.0506361806918921,-0.00644488815621618,-0.0445577052264691,0.0398893410207524,-0.0207179802559849,-0.0838997335994518,0.066066179722886,-0.0185523044929968,0.0253273206116444,-0.0248712224565937,0.111891707300089,-0.0481947152574715,0.00617257546729001,0.0443944739330794,-0.0203273509251914,-0.0235455665023235
"Flygon",-0.0309782654379132,0.0373619257614664,0.0641247282368728,-0.0251687545557534,0.0223518554269086,-0.0061697070468672,-0.01236611832824,-0.00061602100692692,-0.0316706096814307,-0.0330350012919189,0.00756753600893806,-0.0330895213661848,-0.020690421148977,0.0225315129835736,-0.0760471920953053,0.0190670078159841,0.0182269764318477,-0.0222358052774969,-0.0336287090344807,-0.0249454303325028
"Fomantis",0.01314901214036,0.00885544017587142,-0.0374159391463136,0.000177738391519969,-0.0165569043299476,0.0236225654087949,0.0323130022579111,0.0134371594088866,0.00208661866565782,0.0215369952083263,-0.012665006572298,0.0128740533201003,0.010030806756296,-0.0158885431560504,-0.0212587250117911,-0.0230323698875501,0.0570121021631819,0.0146179532291707,-0.0310444049874863,0.0507475066588754
"Foongus",0.00209867829162064,-0.000769651516760169,-0.0162303528281063,-0.0146249678618363,-0.0159962107747722,-0.00269923085237546,0.0369692341200736,0.00788538821336763,0.00299545452010839,0.0172947910162816,0.0322736681785997,0.0321281763795478,0.00782698604455458,-0.00155845690012508,-0.0076013767150334,0.000235836124911753,0.0511131963923915,0.0239090994805818,-0.0197008926988484,0.036025023687301
"Forretress",-0.0139563728705303,0.0231477684218121,0.0164524176910174,-0.0143310795019828,0.0460596918496086,-0.0328064399210998,0.0126120264697884,-0.00380933540473014,0.0160706384338647,0.0558434006406044,-0.0381240563455321,0.00983921309651539,-0.0160532297721044,0.0273732238339571,0.03480289929919,0.0619236719781164,0.0392251203031951,0.034043342466096,0.0361925325205026,-0.00832371609070845
"Fraxure",-0.0455465949616049,0.00939825048657829,-0.00400000343460317,-0.028606593458578,0.0156335534863138,-0.0390915922313147,-0.0121182483582625,0.0292167380278672,-0.034272475985935,-0.0201750116988672,-0.000358019242911309,-0.0135605533133613,-0.0144701169580882,0.0162633538184108,-0.0814016421777741,0.0111230398941426,0.022183666040555,-0.0423486478877297,-0.0152929738997244,-0.00497492099215759
"Frigibax",-0.0729660025198605,-0.0759370882687042,-0.0546760627453538,-0.0481520212987015,0.035149491605197,-0.0341896166976384,-0.0526560107197056,0.0202585602477018,-0.0385483973439695,-0.00301855205322305,0.0106545635633702,-0.0497566656067321,-0.01902083644799,0.00583729494001578,-0.0592024811996126,0.00502726884208457,0.0252331938457048,-0.0309046473417501,-0.00545746882741343,0.0154542117807519
"Frillish",0.0575846820846227,-0.0378337388323036,-0.00783063737711492,0.00420311860592637,0.0324063824801413,-0.0261079372169134,0.00395751091059677,0.0194638346595468,0.0528131497843679,-0.0206124711213494,0.0171111552251771,0.018279628410795,-0.0084125268570928,0.0242482884581172,-0.0425028844205963,-0.0335980980428369,-0.0458887920868138,0.0655578147203354,0.0260503236238103,0.0132755176341073
"Froakie",0.00118755236262432,0.00351985499603736,-0.0123986644351336,-0.00516096793137788,-0.00553715742169298,0.0140910408932308,0.0022774075723958,0.0176190197606707,-0.00986448128842663,0.00904633220994527,-0.0215540103282481,0.0354559590507745,1.09689977985574e-05,0.0225053430699732,-0.00615900514499721,-0.032107435235546,-0.046164075652882,-0.0133439816276043,0.0042537489617399,0.0304129723459755
"Frogadier",0.000448337994136891,0.00121926855446316,-0.00607640498651235,-0.007256365606065,0.000117067100025028,0.0168960233029556,0.00640628759488597,0.0125470255217083,-0.0138994163534177,0.00119659490838268,-0.0241842730464259,0.0355920074545702,0.00206564598835454,0.0204991078400105,-0.000489379555975256,-0.0309859491085472,-0.0519385369886601,-0.0128872526694125,-0.00525775793230491,0.0120282370681692
"Froslass",-0.0484960465908708,-0.133119020514144,-0.0169319228756609,-0.0828654916815508,0.0872803108711575,0.0530195792804559,-0.03337910798207,0.0132321908341699,0.057897049627529,-0.0440984953644906,0.00622285665957426,-0.047008843642467,0.0062535899867881,-0.0236941003104889,-0.00737351946040684,0.0212251197372646,-0.0200569784092178,0.0607816424168914,0.00826185144970533,-0.0130207984175696
"Frosmoth",-0.0101027682591129,-0.0248136723159085,-0.0181021518380525,-0.0195739791963848,0.0291320584815409,0.00378371255977661,-0.0167064790367142,-0.0336720362760294,-0.0182110695907927,0.0137139596437457,0.00371288144312117,-0.00574987554291364,-0.00750501042036581,0.0122904921335135,0.0290536934302606,0.0260294920241273,0.00951520139722998,0.0317053827872325,-0.0289678634520035,-0.00170026545072972
"Fuecoco",0.0141500457227442,0.030238037411034,-0.0447872534121474,0.0346537261654489,-0.00530046623399695,-0.021254872617789,0.0187716846555056,-0.0468113415245328,-0.0262737032496687,0.0129426598718455,0.0212809146815818,0.00591152971318766,0.0172842723086499,-0.0239588998764957,0.000582735142480059,0.0100838215723535,-0.0246479489151404,-0.00512810286097657,0.0207170851108603,0.0256307080368122
"Furfrou",0.0283232452059874,-0.0703225556990246,0.0510345549014837,0.00901900855949313,-0.0103390420973602,-0.0107601531292826,0.0280022041931931,-0.00780237376564577,-0.00655082162688045,-0.00878853964371371,-0.00290647132404022,-0.01829897638759,0.00955331180278715,-0.0282764125371901,0.0249823371458136,0.000113893331990714,-0.0122697702399517,-0.0325134879507228,-0.0115421945433459,-0.00460232449493469
"Furret",0.0211770450581589,-0.0478038639573976,0.0340142166740471,-0.0013147121514021,-0.0101346542112632,-0.00505755535441668,0.0240059953742825,-0.00640752421364406,0.0159758921570747,0.00826314190409197,0.00313595380973675,-0.0216722202252926,0.00532378086426386,-0.0217319551651584,0.0148295771080007,0.00424504926597358,-0.00535331955686336,-0.044454505691461,-0.00200289306138994,0.0072896405591004
"Gabite",-0.0404081595870371,0.0370642331837466,0.0372010260960007,-0.0335081895193995,0.00653771642774759,-0.0208872828569726,-0.00704347681997673,0.0207287835467242,-0.0434766973290151,-0.030626493027142,0.016873249552444,-0.0317981684216109,-0.0150999583010732,0.00933559623369753,-0.102195292893383,0.00605605128709631,0.0289057129738131,-0.0408351590487526,-0.0136500199107734,-0.00614181563461495
"Gallade",-0.0682869844970782,-0.0205566754679679,0.0176079313964621,0.104516411809627,-0.0313328136747735,-0.0314676071768068,-0.0823470094923853,-0.0193050867512856,0.0571195423888032,-0.0581503882332097,-0.00899113620976262,0.0733460242592552,0.0266090365094228,-0.000890786766226784,-0.0224037784912633,0.00257651342382631,0.00296437176397201,0.0111853500460309,-0.0185866061713786,-0.0253918342390609
"Galvantula",0.00497289437329063,0.0230437568793264,0.0503356119219388,-0.0554922955909184,0.0535537933157557,0.0100744325496753,-0.0131246819196431,-0.0351285519279183,-0.0349830408317309,0.0313409534504816,-0.022382316088319,0.00677157830314521,0.00759761633518843,-0.0121031387542469,0.0113703852812009,0.0487028077046023,-0.0227381099635248,0.0160656249382089,-0.0336766250713225,0.00167321500223863
"Garbodor",-0.038481923995502,-0.0327064461156361,0.0219146535559805,-0.0231425112018757,-0.00758349333287462,-0.00519926424156067,0.0226445747737338,0.0161736022048413,-0.00439658559036529,-0.000815315727784779,0.035593081678184,0.0231989905141777,0.00805689571405488,-0.003837641301218,0.0030716969834062,0.035079526338691,-0.00311711863646178,0.00574043491004064,0.0150728628844212,-0.0138659153010846
"Garchomp",-0.0690249880607452,0.0565330367439711,0.0757906158882619,-0.0589017033318285,0.0225942004586873,-0.0216147660999241,0.00981755612362085,0.00268284517194985,-0.0418120204847415,-0.0575367008009413,0.0253386494629876,-0.0309346913176267,-0.0154617945321438,0.0175674796663655,-0.10433362407494,0.00960290385407463,0.0344725860616972,-0.0495773080341045,-0.0263771048636133,-0.0523845200940481
"Gardevoir",-0.0594271033283531,0.0327745923303428,0.00575150324888296,0.0563431148540377,0.030499587774073,0.0126130255723405,-0.0688035245410484,-0.0097890667536261,0.0174108020466319,-0.0703291759053011,0.0272561020172611,-0.00217174720641336,0.0320981822077063,-0.0335924527359466,0.0490569106746314,-0.0545078805432591,-0.015361336341715,0.0665274050161214,-0.0203619532015036,-0.019659697222809
"Garganacl",-0.00289587847584462,-0.0106792614007239,-0.00789147470133209,-0.000320156689474271,-0.00313166674691585,0.00963987892066019,-0.00253184269152887,-0.00439254270090612,-0.00255678417879609,-0.0139958561302269,0.011845482382958,-0.0143279044307412,-0.00805988730706172,0.013179106278914,0.00501749601624564,0.00406006311758079,0.027327637893875,-0.00736731463726167,0.0560821096500036,-0.028919799202717
"Gastly",0.0425352624992175,-0.0417479925141057,-0.016855373826943,-0.0192582304661631,0.0276589070680406,0.0189347391969037,0.0143935325535319,0.0260686205224168,0.0367416144391451,-0.0255357395498113,0.0308299688561615,0.0103369221206226,0.0127207788914635,-0.0269818678470957,-0.0659390567008957,0.0243291520904122,-0.0577456697685459,0.0743648951987204,0.0038777353661751,0.0273908649648372
"Gastrodon",0.0265761317544574,0.0282799879950241,0.0344753265283512,-0.0300523327548021,0.0166545396846318,-0.00474743526265154,0.0137559767735665,-0.02632567044361,0.0283626503105615,-0.0100944441061086,0.0366194892273608,0.0273528454762175,-0.000654704476523988,0.0299267963035572,-0.0217486999219306,-0.059625885898222,-0.013655229171803,-0.00763890529974277,0.027193850647759,-0.0144714274543709
"Genesect",0.0107545084975883,0.0171688277289125,-0.00592924512120286,-0.0534027780738562,-6.21128838071525e-05,-0.0078600600836287,-0.00232693561697682,0.0356166326652789,0.00441641187242258,0.0700818807735395,-0.0751849546120589,0.00843910699060715,0.00171916714379299,-0.0306437450191012,0.0399121685097074,0.0602849620191602,-0.00371895321196279,0.0449035784950569,-0.00505453792132284,-0.0601120453539378
"Gengar",0.0503450940763555,-0.0660132873789501,-0.00161875241519614,-0.0277856572053257,0.0478086527298134,0.0163262749193959,0.0334421561160935,0.0168616540433411,0.0278448709819351,-0.0505143025668574,0.0378096870475407,0.0283795349703183,0.0245394593698958,-0.0361320877511565,-0.0549255801496252,0.0299523426992235,-0.0648163736621677,0.0796074921362737,-0.0012246495879259,-0.0187567406435295
"Geodude",-0.00316777573039109,0.0390327428458735,0.012809850678107,-0.0131932965843942,-0.0233284623553663,0.0870493798462571,-0.0194739133622968,-0.028446902796954,-0.0085489009468607,-0.0382122266703126,0.00886900672125767,-0.0384056171806419,-0.00189982302636714,0.000224431515300766,-0.0430184432588099,0.012353798526755,0.0424869996645961,-0.0224204639360369,0.107140187101762,0.0167083540120416
"Gholdengo",0.0348603957888039,-9.2007541932031e-05,-0.0168885428598126,-0.023768956679691,0.0121106750253962,-0.0290017826685078,0.0251393164810428,0.0430900872935728,0.0381191166128235,0.0232191562110024,-0.0304699888628136,-0.00553326034698568,0.00922759268831499,-0.0462402165412645,-0.00904009807487632,0.00902911859398691,-0.0407355947345434,0.0910058228152138,0.0233820121905032,-0.0514735361767934
"Gible",-0.0470533249012228,0.0669448493628675,0.0323243018880911,-0.0421066377954566,-0.00219090691299298,-0.037014698914996,-0.0155099804260265,0.0254166915268828,-0.0512233598683004,-0.0225112042049909,0.0335188490944035,-0.0445233199169839,-0.018552824629642,0.0080822372393115,-0.123990486963396,-0.00439711140955096,0.0379876660788987,-0.0385581323751437,-0.0028118108837011,0.0195449400852684
"Gigalith",-0.0231212274362407,-0.0121994737525266,-0.0370678483637122,-0.00194219515497695,0.0040928019998067,0.0301018890297868,-0.000451945165728627,-0.0183335020556402,0.00499488146999228,-0.0349790008374364,0.00734495085907387,-0.013998747759089,-0.011831049556779,0.0280890959698383,0.00309272571006236,0.0128465764052889,0.0453742810099933,-0.0153714620430137,0.0776486150032105,-0.0382718334620474
"Girafarig",-0.00942820992635233,-0.0301573772892104,0.0275838994145451,0.0181790706156473,-0.0150859858066188,0.00109657576425589,0.0175540705513469,-0.0370935238201287,0.0128561319848483,0.0131636391588059,-0.0142306596131958,-0.0291005938933535,0.00361110478708478,-0.0247631219035006,0.000571481543596921,-0.0253623666377735,-0.0143726006979968,-0.00645981152979559,-0.0139857826815248,-0.00511381711835141
"Glaceon",-0.0269109118019904,-0.064784347379703,-0.0440365838452193,-0.00565953355048259,0.0164027502912299,0.00902836892732158,-0.00437978651184443,-0.0304732129553662,-0.0429029875544739,-0.0112973807037889,-0.00372539262670212,-0.00815777220129132,0.00337373620268589,-0.00376984943949387,0.0313618494972787,-0.0113041057253948,0.00590055986764002,0.0132011205423372,-0.0013605824271317,-0.0214366555956349
"Glalie",-0.074419356461306,-0.0893451858502836,-0.0384965805523037,-0.0496221326137137,0.0436259002589392,0.0296557165344073,-0.026865772361899,-0.00470601327530528,-0.00660679824749215,-0.00820500416856437,0.0158204971329006,-0.0361798729499297,0.0018116492076214,-0.009160203915218,0.0440041882887474,-0.0016765782535588,0.0160864982826734,0.00286644342486426,0.00461683176975281,-0.0160682392369198
"Glameow",0.0293831403321355,-0.0485487622333238,0.0303086048992691,-0.00605460416194209,-0.0147204241140612,-0.00119985313020253,0.0109994072626929,0.00981945537720499,0.00236140416966324,0.0134528213007502,-0.0074329421363392,-0.0312055975387514,0.00704843557369618,-0.0353700991252361,0.00506312141401053,0.00384788583011667,-0.0129905076420405,-0.0366155762222056,-0.000279130765525192,0.0353571347178515
"Glastrier",0.000917221768711438,-0.0614344996060259,-0.096222711461474,-0.0387024746083569,-0.0509870444976979,-0.00820942866611864,-0.0545965418558192,-0.0096614344133008,0.0135476674792049,0.0632951846235886,0.0182977149202766,-0.0203271710505999,-0.0316755888459756,0.0274882853484301,0.0383248972147184,0.0131839972467923,0.0599515838741609,-0.00528911145275189,0.0199371564107529,-0.0772653560765353
"Gligar",0.00213535502370144,0.0759468521866745,0.100903778450285,-0.00774548284758053,-0.0202597089387422,0.0395708459649685,0.00582493831738337,-0.0180837945974206,0.00786752976628906,-0.0279155898476022,0.00433444404349903,-0.0417646586407955,-0.0226799538161276,0.0300230445652796,-0.0204897727094031,0.054315062828902,0.0250851905162207,-0.00326840648564352,0.000885804158408454,0.00402739485120859
"Glimmet",-0.0137437739518275,-0.0228575512984896,-0.0321622489687523,-0.0223291127830188,-0.00790779825269265,0.0312739386399381,-0.000549554149663322,0.00627906086885289,-0.0467058137675699,-0.0179695435634632,0.0394620812696328,-0.0058296637944935,0.0154129512684062,-0.0298996605857593,-0.0075983599601807,0.0158471984872008,-0.0213623569501868,0.0196505638345732,0.0465773023942814,0.00941240922979497
"Glimmora",-0.0193754000963789,-0.0258530349248007,-0.0216106549087678,-0.0243532177009997,-0.00206562650480586,0.0321300885770114,0.0112126218292808,-0.00176675182098203,-0.046116320944687,-0.027437457501866,0.0406227558602646,-0.00173730421689933,0.0143862025578082,-0.0231570957528449,0.00264248566320637,0.017333053993044,-0.0189133841854075,0.0198302842302562,0.0413477827790276,-0.02855121165534
"Gliscor",-0.00212064266607805,0.0763267963389178,0.110411515773295,-0.00686461087706842,-0.0146623137965923,0.0432927232240554,0.0140643811199988,-0.0219531609146549,0.0107184533177045,-0.0369071771282748,0.000606185277477352,-0.0348563095129856,-0.0228331896673986,0.0357528973323735,-0.0154647042759321,0.0595655411707173,0.0282746176720574,-0.00583653282215525,-0.00245299691178171,-0.0156616899745498
"Gloom",-0.000739233071031617,-0.00677081953982284,-0.0107008940457383,-0.0128964592921574,-0.0192584399676898,0.00199091346346625,0.0542483565309389,0.0145751751231069,-0.0174996014399324,0.00476178006651708,0.0290890177188569,0.0406363513946945,0.0115201150032458,-0.00537839247843394,-0.00518522253170326,0.0025553506226936,0.043386624857928,0.0339886304471317,-0.0254272505558497,0.0151177016719361
"Gogoat",0.00156371134842924,-0.00994774327784152,0.000373890397876097,-0.00454953548280237,0.00790699726942113,-0.00351667134785378,0.0315512071067516,-0.025025587299403,0.017291769931969,0.00465250185313796,0.0101320038860842,0.00820280563599697,0.0126852221454366,-0.0143891165632034,0.00378856849605036,-0.0166269326577336,0.0353565048996803,-0.00595274399970983,-0.0456336847302485,-0.0191350450400688
"Golbat",-0.0233975060234847,0.0033624500275757,0.00611996374356224,0.00445556940567631,-0.0313701731283495,0.00828658827362854,0.0340186993970257,0.0183345330434046,0.0174752050046621,-0.0241232174692022,0.0231180404420518,-0.0230795498883953,-0.0185415836399766,0.0290130466101885,0.0123500763964547,0.0464414168902165,-0.0337995037373928,0.00409028212662977,-0.0264562878054695,0.00292657208925412
"Goldeen",-0.000441084717588783,0.00450381274333512,0.0236840292234773,-0.0126076449764419,0.00790002692547476,0.010726848173836,-0.00410299874934499,0.0193469941767812,0.0173263006340393,0.0233339377911245,-0.0189833836957752,0.025802540698619,-0.00669473365040373,0.0316748604848703,-0.00323181638960023,-0.0309507687707566,-0.0326526537281456,-0.0192015700115659,0.0143706302027539,0.0270651174092666
"Golduck",0.00444369498596282,-0.00583178604100529,0.012588676992201,-0.00756280758451859,0.0100136410001654,0.00262863561559317,0.0175482058408899,-0.00105224056915039,-0.00319213458406656,0.00288770865900977,-0.00760980043807324,0.0326837521389123,-5.68309061780544e-05,0.0275250180974132,0.0123739088358488,-0.0384261885835092,-0.0410305474147196,-0.0152896107729768,-0.00147915875031834,-0.0130044424724097
"Golem",-0.0119629337936558,0.0484109936402941,0.0351995824368848,-0.0207298321413848,-0.0171699183701106,0.11028119716767,-0.00714902175385224,-0.0540895047151144,0.00217482135332669,-0.0559600792642014,0.0200387371215787,-0.0369614541718221,-0.00428780831384242,0.0122759970423005,-0.0307803279918386,0.0180254368916361,0.0526218545963912,-0.0303853172347663,0.102426489579583,-0.034897287515912
